Date,Day,Is_Holiday,Holiday_Name,Holiday_Category,Events_Count,Event_Good_Count,Event_Bad_Count,Event_Sentiment,Event_Texts,Event_Links
2007-08-17,Friday,False,,,1,0,1,bad,"Air Moorea Flight 1121 crashes after takeoff from Moorea Airport in French Polynesia, killing all 20 people on board.",https://en.wikipedia.org/wiki/Air_Moorea_Flight_1121
2007-08-18,Saturday,False,,,0,0,0,neutral,,
2007-08-19,Sunday,False,,,2,0,2,bad,"The Kahtaniya bombings kill at least 500 people. || Four coordinated suicide bomb attacks detonated in the Yazidi communities of Qahtaniya and Jazeera, Iraq, killing 796 people and wounding 1,562 others.",https://en.wikipedia.org/wiki/Qahtaniyah_bombings || https://en.wikipedia.org/wiki/Qahtaniyah_bombings
2007-08-20,Monday,False,,,1,0,0,neutral,"China Airlines Flight 120 catches fire and explodes after landing at Naha Airport in Okinawa, Japan.",https://en.wikipedia.org/wiki/China_Airlines_Flight_120
2007-08-21,Tuesday,False,,,1,1,0,good,"BioShock was released in North America, becoming a critical success and a demonstration of video games as an art form.",https://en.wikipedia.org/wiki/BioShock
2007-08-22,Wednesday,False,,,1,0,1,bad,"The Texas Rangers defeat the Baltimore Orioles 30–3, the most runs scored by a team in modern Major League Baseball history.",https://en.wikipedia.org/wiki/Texas_Rangers_(baseball)
2007-08-23,Thursday,False,,,0,0,0,neutral,,
2007-08-24,Friday,False,,,2,0,2,bad,"The I-35W Mississippi River bridge spanning the Mississippi River in Minneapolis, Minnesota, collapses during the evening rush hour, killing 13 people and injuring 145. || Bridge 9340, carrying Interstate 35W across the Mississippi River in Minneapolis, United States, suffered a catastrophic failure and collapsed (aftermath pictured), killing 13 people and injuring 145 others.",https://en.wikipedia.org/wiki/I-35W_Mississippi_River_bridge || https://en.wikipedia.org/wiki/I-35W_Mississippi_River_bridge
2007-08-25,Saturday,False,,,1,1,0,good,"The skeletal remains of Russia's last royal family members Alexei Nikolaevich, Tsarevich of Russia, and his sister Grand Duchess Anastasia are discovered near Yekaterinburg, Russia.",https://en.wikipedia.org/wiki/Alexei_Nikolaevich%2C_Tsarevich_of_Russia
2007-08-26,Sunday,False,,,0,0,0,neutral,,
2007-08-27,Monday,False,,,0,0,0,neutral,,
2007-08-28,Tuesday,False,,,0,0,0,neutral,,
2007-08-29,Wednesday,False,,,1,0,1,bad,A heavy bomber that had been unintentionally loaded with nuclear missiles flew them from North Dakota to Louisiana before they were recognized.,https://en.wikipedia.org/wiki/Heavy_bomber
2007-08-30,Thursday,False,,,1,0,1,bad,Six nuclear warheads were mistakenly loaded onto a United States Air Force heavy bomber that flew from Minot Air Force Base in North Dakota to Barksdale Air Force Base in Louisiana.,https://en.wikipedia.org/wiki/2007_United_States_Air_Force_nuclear_weapons_incident
2007-08-31,Friday,False,,,0,0,0,neutral,,
2007-09-01,Saturday,False,,,0,0,0,neutral,,
2007-09-02,Sunday,False,,,0,0,0,neutral,,
2007-09-03,Monday,False,,,0,0,0,neutral,,
2007-09-04,Tuesday,True,Janmashtami,hindu,0,0,0,neutral,,
2007-09-05,Wednesday,False,,,1,0,0,neutral,Israel executes the air strike Operation Orchard to destroy a nuclear reactor in Syria.,https://en.wikipedia.org/wiki/Israel
2007-09-06,Thursday,False,,,2,0,2,bad,Three terrorists suspected to be a part of Al-Qaeda are arrested in Germany after allegedly planning attacks on both the Frankfurt International airport and US military installations. || Three terrorists suspected to be part of al-Qaeda were arrested in Germany after planning attacks on Frankfurt Airport and Ramstein Air Base.,https://en.wikipedia.org/wiki/Al-Qaeda || https://en.wikipedia.org/wiki/Al-Qaeda
2007-09-07,Friday,False,,,0,0,0,neutral,,
2007-09-08,Saturday,False,,,0,0,0,neutral,,
2007-09-09,Sunday,False,,,0,0,0,neutral,,
2007-09-10,Monday,False,,,1,0,0,neutral,"Former Prime Minister of Pakistan Nawaz Sharif returns to Pakistan after seven years in exile, following a military coup in October 1999.",https://en.wikipedia.org/wiki/Nawaz_Sharif
2007-09-11,Tuesday,False,,,1,0,1,bad,"Russia tests the largest conventional weapon ever, the Father of All Bombs.",https://en.wikipedia.org/wiki/Conventional_weapon
2007-09-12,Wednesday,False,,,2,0,1,bad,"Former Philippine President Joseph Estrada is convicted of plunder. || Two earthquakes measuring 8.4 and 7.9 on the Richter Scale hits the Indonesian island of Sumatra, killing 25 people and injuring 161.",https://en.wikipedia.org/wiki/Joseph_Estrada || https://en.wikipedia.org/wiki/2007_Bengkulu_earthquakes
2007-09-13,Thursday,False,,,2,0,0,neutral,"The Declaration on the Rights of Indigenous Peoples is adopted by the United Nations General Assembly. || The McLaren F1 team are found guilty of possessing confidential information from the Ferrari team, fined $100 million, and excluded from the constructors' championship standings.",https://en.wikipedia.org/wiki/Declaration_on_the_Rights_of_Indigenous_Peoples || https://en.wikipedia.org/wiki/McLaren
2007-09-14,Friday,False,,,2,2,0,good,"Prelude to the 2008 financial crisis: Northern Rock bank experiences the first bank run in the United Kingdom in 150 years. || Late-2000s financial crisis: The Northern Rock bank received a liquidity support facility from the Bank of England, sparking a bank run—the United Kingdom's first in 150 years.",https://en.wikipedia.org/wiki/2008_financial_crisis || https://en.wikipedia.org/wiki/2008_financial_crisis
2007-09-15,Saturday,False,,,0,0,0,neutral,,
2007-09-16,Sunday,False,,,3,0,2,bad,"One-Two-Go Airlines Flight 269 carrying 130 crew and passengers crashes in Thailand, killing 90 people. || Security guards working for Blackwater Worldwide shoot and kill 17 Iraqis in Nisour Square, Baghdad. || Seventeen Iraqi civilians were shot and killed by Academi guards in Baghdad.",https://en.wikipedia.org/wiki/One-Two-Go_Airlines_Flight_269 || https://en.wikipedia.org/wiki/Nisour_Square_massacre || https://en.wikipedia.org/wiki/Nisour_Square_massacre
2007-09-17,Monday,False,,,0,0,0,neutral,,
2007-09-18,Tuesday,False,,,0,0,0,neutral,,
2007-09-19,Wednesday,False,,,1,0,0,neutral,"Between 30,000 and 100,000 people take part in anti-government protests in Yangon, Burma, the largest in 20 years.",https://en.wikipedia.org/wiki/Saffron_Revolution
2007-09-20,Thursday,False,,,0,0,0,neutral,,
2007-09-21,Friday,False,,,0,0,0,neutral,,
2007-09-22,Saturday,False,,,1,0,0,neutral,"Buddhist monks join anti-government protesters in Myanmar, starting what some call the Saffron Revolution.",https://en.wikipedia.org/wiki/Saffron_Revolution
2007-09-23,Sunday,False,,,0,0,0,neutral,,
2007-09-24,Monday,False,,,0,0,0,neutral,,
2007-09-25,Tuesday,False,,,0,0,0,neutral,,
2007-09-26,Wednesday,False,,,0,0,0,neutral,,
2007-09-27,Thursday,False,,,1,1,0,good,NASA launches the Dawn probe to the asteroid belt.,https://en.wikipedia.org/wiki/Dawn_(spacecraft)
2007-09-28,Friday,False,,,0,0,0,neutral,,
2007-09-29,Saturday,False,,,1,0,1,bad,"Calder Hall, the world's first commercial nuclear power station, is demolished in a controlled explosion.",https://en.wikipedia.org/wiki/Calder_Hall_nuclear_power_station
2007-09-30,Sunday,False,,,0,0,0,neutral,,
2007-10-01,Monday,False,,,0,0,0,neutral,,
2007-10-02,Tuesday,True,Gandhi Jayanti,general,1,0,0,neutral,President Roh Moo-hyun of South Korea goes to North Korea for an Inter-Korean summit with North Korean leader Kim Jong-il.,https://en.wikipedia.org/wiki/Roh_Moo-hyun
2007-10-03,Wednesday,False,,,0,0,0,neutral,,
2007-10-04,Thursday,False,,,0,0,0,neutral,,
2007-10-05,Friday,False,,,0,0,0,neutral,,
2007-10-06,Saturday,False,,,1,1,0,good,Jason Lewis completes the first human-powered circumnavigation of the Earth.,https://en.wikipedia.org/wiki/Jason_Lewis_(adventurer)
2007-10-07,Sunday,False,,,0,0,0,neutral,,
2007-10-08,Monday,False,,,0,0,0,neutral,,
2007-10-09,Tuesday,False,,,1,0,0,neutral,"The Dow Jones Industrial Average reaches its all-time high of 14,164 points before rapidly declining due to the 2008 financial crisis.",https://en.wikipedia.org/wiki/Dow_Jones_Industrial_Average
2007-10-10,Wednesday,False,,,0,0,0,neutral,,
2007-10-11,Thursday,False,,,0,0,0,neutral,,
2007-10-12,Friday,False,,,0,0,0,neutral,,
2007-10-13,Saturday,True,Id-ul-Fitr,general,1,1,0,good,Sheikh Muszaphar Shukor becomes the first Malaysian in space on board Soyuz TMA-11.,https://en.wikipedia.org/wiki/Sheikh_Muszaphar_Shukor
2007-10-14,Sunday,False,,,0,0,0,neutral,,
2007-10-15,Monday,False,,,2,0,2,bad,"Seventeen activists in New Zealand are arrested in the country's first post-9/11 anti-terrorism raids. || New Zealand Police conducted several anti-terrorism raids in relation to the discovery of an alleged paramilitary training camp in the Urewera mountain ranges, arresting 17 people and seizing four guns and 230 rounds of ammunition.",https://en.wikipedia.org/wiki/2007_New_Zealand_police_raids || https://en.wikipedia.org/wiki/New_Zealand_Police
2007-10-16,Tuesday,False,,,0,0,0,neutral,,
2007-10-17,Wednesday,False,,,0,0,0,neutral,,
2007-10-18,Thursday,False,,,1,0,1,bad,Karachi bombing: A suicide attack on a motorcade carrying former Pakistani Prime Minister Benazir Bhutto kills 139 and wounds 450 more. Bhutto herself is uninjured.,https://en.wikipedia.org/wiki/2007_Karsaz_bombing
2007-10-19,Friday,False,,,0,0,0,neutral,,
2007-10-20,Saturday,False,,,0,0,0,neutral,,
2007-10-21,Sunday,True,Dussehra,hindu,0,0,0,neutral,,
2007-10-22,Monday,False,,,1,0,1,bad,"A raid on Anuradhapura Air Force Base is carried out by 21 Tamil Tiger commandos, with all except one dying in this attack. Eight Sri Lanka Air Force planes are destroyed and ten damaged.",https://en.wikipedia.org/wiki/Raid_on_Anuradhapura_Air_Force_Base
2007-10-23,Tuesday,False,,,2,2,0,good,"A storm causes the Mexican Kab 101 oil platform to collide with a wellhead, leading to the death and drowning of 22 people during rescue operations after evacuation of the platform. || Space Shuttle Discovery is launched on STS-120, with Pamela Melroy becoming the second female space shuttle commander.",https://en.wikipedia.org/wiki/Kab_101 || https://en.wikipedia.org/wiki/Space_Shuttle_Discovery
2007-10-24,Wednesday,False,,,1,1,0,good,"Chang'e 1, the first satellite in the Chinese Lunar Exploration Program, is launched from Xichang Satellite Launch Center.",https://en.wikipedia.org/wiki/Chang'e_1
2007-10-25,Thursday,False,,,0,0,0,neutral,,
2007-10-26,Friday,False,,,0,0,0,neutral,,
2007-10-27,Saturday,False,,,0,0,0,neutral,,
2007-10-28,Sunday,False,,,0,0,0,neutral,,
2007-10-29,Monday,False,,,1,0,0,neutral,Somali pirates hijacked a North Korean ship in the Indian Ocean northeast of Mogadishu.,https://en.wikipedia.org/wiki/Dai_Hong_Dan_incident
2007-10-30,Tuesday,False,,,1,0,0,neutral,"Between 15,000 and 20,000 protesters march on Jena, Louisiana, United States, in support of six black youths who had been convicted of assaulting a white classmate.",https://en.wikipedia.org/wiki/Jena_Six
2007-10-31,Wednesday,False,,,0,0,0,neutral,,
2007-11-01,Thursday,False,,,0,0,0,neutral,,
2007-11-02,Friday,False,,,0,0,0,neutral,,
2007-11-03,Saturday,False,,,0,0,0,neutral,,
2007-11-04,Sunday,False,,,0,0,0,neutral,,
2007-11-05,Monday,False,,,2,1,0,good,"China's first lunar satellite, Chang'e 1, goes into orbit around the Moon. || The Android mobile operating system is unveiled by Google.",https://en.wikipedia.org/wiki/Chang'e_1 || https://en.wikipedia.org/wiki/Android_(operating_system)
2007-11-06,Tuesday,False,,,0,0,0,neutral,,
2007-11-07,Wednesday,False,,,2,2,0,good,"Cristina Fernández de Kirchner becomes the first directly elected female President of Argentina. || In the Argentine general election, Cristina Fernández de Kirchner became the first woman to be elected president of Argentina.",https://en.wikipedia.org/wiki/Cristina_Fern%C3%A1ndez_de_Kirchner || https://en.wikipedia.org/wiki/2007_Argentine_general_election
2007-11-08,Thursday,False,,,0,0,0,neutral,,
2007-11-09,Friday,True,Diwali,hindu,0,0,0,neutral,,
2007-11-10,Saturday,False,,,0,0,0,neutral,,
2007-11-11,Sunday,False,,,0,0,0,neutral,,
2007-11-12,Monday,False,,,1,0,0,neutral,"Cyclone Sidr hits Bangladesh, killing an estimated 5,000 people and destroying parts of the world's largest mangrove forest, the Sundarbans.",https://en.wikipedia.org/wiki/Cyclone_Sidr
2007-11-13,Tuesday,False,,,0,0,0,neutral,,
2007-11-14,Wednesday,False,,,0,0,0,neutral,,
2007-11-15,Thursday,False,,,0,0,0,neutral,,
2007-11-16,Friday,False,,,0,0,0,neutral,,
2007-11-17,Saturday,False,,,1,0,1,bad,"The Jokela school shooting in Jokela, Tuusula, Finland, takes place, resulting in the death of nine people.",https://en.wikipedia.org/wiki/Jokela_school_shooting
2007-11-18,Sunday,False,,,0,0,0,neutral,,
2007-11-19,Monday,False,,,0,0,0,neutral,,
2007-11-20,Tuesday,False,,,0,0,0,neutral,,
2007-11-21,Wednesday,False,,,0,0,0,neutral,,
2007-11-22,Thursday,False,,,0,0,0,neutral,,
2007-11-23,Friday,False,,,2,1,0,good,"MS Explorer, a cruise liner carrying 154 people, sinks in the Antarctic Ocean south of Argentina after hitting an iceberg near the South Shetland Islands. There are no fatalities. || MS Explorer became the first cruise ship to sink in the Southern Ocean.",https://en.wikipedia.org/wiki/MV_Explorer_(1969) || https://en.wikipedia.org/wiki/MV_Explorer_(1969)
2007-11-24,Saturday,True,Guru Nanak Jayanti,sikh,0,0,0,neutral,,
2007-11-25,Sunday,False,,,0,0,0,neutral,,
2007-11-26,Monday,False,,,0,0,0,neutral,,
2007-11-27,Tuesday,False,,,0,0,0,neutral,,
2007-11-28,Wednesday,False,,,0,0,0,neutral,,
2007-11-29,Thursday,False,,,2,0,0,neutral,"The Armed Forces of the Philippines lay siege to the Peninsula Manila after soldiers led by Senator Antonio Trillanes stage a mutiny. || During their trial for the 2003 Oakwood mutiny, Philippine soldiers led by Senator Antonio Trillanes mutinied and seized a conference room at The Peninsula Manila in Makati.",https://en.wikipedia.org/wiki/Armed_Forces_of_the_Philippines || https://en.wikipedia.org/wiki/Oakwood_mutiny
2007-11-30,Friday,False,,,1,0,1,bad,"Atlasjet Flight 4203 crashes in Keçiborlu while on approach to Isparta Süleyman Demirel Airport, killing 57.",https://en.wikipedia.org/wiki/Atlasjet_Flight_4203
2007-12-01,Saturday,False,,,0,0,0,neutral,,
2007-12-02,Sunday,False,,,0,0,0,neutral,,
2007-12-03,Monday,False,,,0,0,0,neutral,,
2007-12-04,Tuesday,False,,,1,0,0,neutral,"At the Ibero-American Summit in Santiago, Chile, King Juan Carlos I of Spain asked Venezuelan president Hugo Chávez ""Why don't you shut up?"" after Chávez repeatedly interrupted a speech by Spanish prime minister José Luis Rodríguez Zapatero.",https://en.wikipedia.org/wiki/Ibero-American_Summit
2007-12-05,Wednesday,False,,,2,0,2,bad,"Westroads Mall shooting: Nineteen-year-old Robert A. Hawkins kills nine people, including himself, with a WASR-10 at a Von Maur department store in Omaha, Nebraska. || A gunman killed nine people at a shopping mall in Omaha, Nebraska.",https://en.wikipedia.org/wiki/Westroads_Mall_shooting || https://en.wikipedia.org/wiki/Westroads_Mall_shooting
2007-12-06,Thursday,False,,,0,0,0,neutral,,
2007-12-07,Friday,False,,,0,0,0,neutral,,
2007-12-08,Saturday,False,,,0,0,0,neutral,,
2007-12-09,Sunday,False,,,0,0,0,neutral,,
2007-12-10,Monday,False,,,1,0,1,bad,"Winter storms cause the Chehalis River to flood many cities in Lewis County, Washington, and close a 32-kilometre (20 mi) portion of Interstate 5 for several days. At least eight deaths and billions of dollars in damages are blamed on the floods.",https://en.wikipedia.org/wiki/Great_Coastal_Gale_of_2007
2007-12-11,Tuesday,False,,,0,0,0,neutral,,
2007-12-12,Wednesday,False,,,0,0,0,neutral,,
2007-12-13,Thursday,False,,,1,0,1,bad,"Insurgency in the Maghreb: Two car bombs explode in Algiers, Algeria, one near the Supreme Constitutional Court and the other near the offices of the United Nations.",https://en.wikipedia.org/wiki/Insurgency_in_the_Maghreb_(2002%E2%80%93present)
2007-12-14,Friday,False,,,0,0,0,neutral,,
2007-12-15,Saturday,False,,,0,0,0,neutral,,
2007-12-16,Sunday,False,,,1,1,0,good,The Treaty of Lisbon is signed by the EU member states to amend both the Treaty of Rome and the Maastricht Treaty which together form the constitutional basis of the EU. The Treaty of Lisbon is effective from 1 December 2009.,https://en.wikipedia.org/wiki/Treaty_of_Lisbon
2007-12-17,Monday,False,,,0,0,0,neutral,,
2007-12-18,Tuesday,False,,,0,0,0,neutral,,
2007-12-19,Wednesday,False,,,0,0,0,neutral,,
2007-12-20,Thursday,True,Bakrid,muslim,3,2,0,good,"Elizabeth II becomes the oldest monarch in the history of the United Kingdom, surpassing Queen Victoria, who lived for 81 years and 243 days. || The Portrait of Suzanne Bloch (1904), by the Spanish artist Pablo Picasso, and O Lavrador de Café by Brazilian modernist painter Cândido Portinari, are stolen from the São Paulo Museum of Art in Brazil. Both will be recovered a few weeks later. || Pablo Picasso's Portrait of Suzanne Bloch was stolen from the São Paulo Museum of Art before being recovered about three weeks later.",https://en.wikipedia.org/wiki/Elizabeth_II || https://en.wikipedia.org/wiki/Portrait_of_Suzanne_Bloch || https://en.wikipedia.org/wiki/Pablo_Picasso
2007-12-21,Friday,False,,,0,0,0,neutral,,
2007-12-22,Saturday,False,,,0,0,0,neutral,,
2007-12-23,Sunday,False,,,1,1,0,good,An agreement is made for the Kingdom of Nepal to be abolished and the country to become a federal republic with the Prime Minister becoming head of state.,https://en.wikipedia.org/wiki/Kingdom_of_Nepal
2007-12-24,Monday,False,,,0,0,0,neutral,,
2007-12-25,Tuesday,True,Christmas,christian,2,0,2,bad,"A Siberian tiger named Tatania escapes her exhibit at the San Francisco Zoo and attacks three people, killing one and injuring two more. || A tiger at the San Francisco Zoo escaped from its enclosure and attacked three patrons before it was shot and killed.",https://en.wikipedia.org/wiki/Siberian_tiger || https://en.wikipedia.org/wiki/San_Francisco_Zoo
2007-12-26,Wednesday,False,,,0,0,0,neutral,,
2007-12-27,Thursday,False,,,4,0,4,bad,"Former Pakistani prime minister Benazir Bhutto is assassinated in a shooting incident. || Riots erupt in Mombasa, Kenya, after Mwai Kibaki is declared the winner of the presidential election, triggering a political, economic, and humanitarian crisis. || Riots erupted in Mombasa, Kenya, after Mwai Kibaki was declared the winner of the presidential election—the first event in a political, economic, and humanitarian crisis. || Former prime minister Benazir Bhutto was assassinated while leaving a Pakistan People's Party political rally at Liaqat National Bagh in Rawalpindi.",https://en.wikipedia.org/wiki/Prime_minister || https://en.wikipedia.org/wiki/Mombasa || https://en.wikipedia.org/wiki/Mombasa || https://en.wikipedia.org/wiki/Benazir_Bhutto
2007-12-28,Friday,False,,,0,0,0,neutral,,
2007-12-29,Saturday,False,,,0,0,0,neutral,,
2007-12-30,Sunday,False,,,0,0,0,neutral,,
2007-12-31,Monday,False,,,0,0,0,neutral,,
2008-01-01,Tuesday,False,,,0,0,0,neutral,,
2008-01-02,Wednesday,False,,,0,0,0,neutral,,
2008-01-03,Thursday,False,,,0,0,0,neutral,,
2008-01-04,Friday,False,,,0,0,0,neutral,,
2008-01-05,Saturday,False,,,1,1,0,good,"Mikheil Saakashvili was decisively re-elected as President of Georgia in ""the first genuinely competitive presidential election"" in the history of the country.",https://en.wikipedia.org/wiki/Mikheil_Saakashvili
2008-01-06,Sunday,False,,,0,0,0,neutral,,
2008-01-07,Monday,False,,,0,0,0,neutral,,
2008-01-08,Tuesday,False,,,0,0,0,neutral,,
2008-01-09,Wednesday,False,,,0,0,0,neutral,,
2008-01-10,Thursday,False,,,1,0,0,neutral,The Euphronios Krater is unveiled in Rome after being returned to Italy by the Metropolitan Museum of Art.,https://en.wikipedia.org/wiki/Euphronios_Krater
2008-01-11,Friday,False,,,0,0,0,neutral,,
2008-01-12,Saturday,False,,,0,0,0,neutral,,
2008-01-13,Sunday,False,,,0,0,0,neutral,,
2008-01-14,Monday,False,,,1,0,1,bad,"A Let L-410 Turbolet crashes in the Los Roques Archipelago in Venezuela, killing 14 people.",https://en.wikipedia.org/wiki/Let_L-410_Turbolet
2008-01-15,Tuesday,False,,,0,0,0,neutral,,
2008-01-16,Wednesday,False,,,0,0,0,neutral,,
2008-01-17,Thursday,False,,,1,0,1,bad,"British Airways Flight 38 crashes short of the runway at Heathrow Airport, injuring 47.",https://en.wikipedia.org/wiki/British_Airways_Flight_38
2008-01-18,Friday,False,,,0,0,0,neutral,,
2008-01-19,Saturday,True,Muharram,muslim,0,0,0,neutral,,
2008-01-20,Sunday,False,,,0,0,0,neutral,,
2008-01-21,Monday,False,,,0,0,0,neutral,,
2008-01-22,Tuesday,False,,,0,0,0,neutral,,
2008-01-23,Wednesday,False,,,0,0,0,neutral,,
2008-01-24,Thursday,False,,,0,0,0,neutral,,
2008-01-25,Friday,False,,,0,0,0,neutral,,
2008-01-26,Saturday,True,Republic Day,general,0,0,0,neutral,,
2008-01-27,Sunday,False,,,0,0,0,neutral,,
2008-01-28,Monday,False,,,0,0,0,neutral,,
2008-01-29,Tuesday,False,,,1,0,0,neutral,"An Egyptian court rules that people who do not adhere to one of the three government-recognised religions, while not allowed to list any belief outside of those three, are still eligible to receive government identity documents.",https://en.wikipedia.org/wiki/Religion_in_Egypt
2008-01-30,Wednesday,False,,,1,0,0,neutral,"The Trump International Hotel and Tower in downtown Chicago opened for business, eleven months before construction would finish.",https://en.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Chicago)
2008-01-31,Thursday,False,,,0,0,0,neutral,,
2008-02-01,Friday,False,,,2,0,0,neutral,"Civic mobilizations in Colombia against FARC, under the name A million voices against the FARC. || The London low emission zone, governing what types of vehicles may enter Greater London, came into operation.",https://en.wikipedia.org/wiki/Colombia || https://en.wikipedia.org/wiki/London_low_emission_zone
2008-02-02,Saturday,False,,,0,0,0,neutral,,
2008-02-03,Sunday,False,,,0,0,0,neutral,,
2008-02-04,Monday,False,,,0,0,0,neutral,,
2008-02-05,Tuesday,False,,,2,0,2,bad,"A major tornado outbreak across the Southern United States kills 57. || Eighty-seven tornadoes occurred over the course of the Super Tuesday tornado outbreak across multiple U.S. states, causing 56 deaths and over $1 billion in damage.",https://en.wikipedia.org/wiki/2008_Super_Tuesday_tornado_outbreak || https://en.wikipedia.org/wiki/Tornado
2008-02-06,Wednesday,False,,,0,0,0,neutral,,
2008-02-07,Thursday,False,,,0,0,0,neutral,,
2008-02-08,Friday,False,,,0,0,0,neutral,,
2008-02-09,Saturday,False,,,0,0,0,neutral,,
2008-02-10,Sunday,False,,,2,0,1,bad,"Rebel East Timorese soldiers seriously wound President José Ramos-Horta. Rebel leader Alfredo Reinado is killed in the attack. || Rebel East Timorese soldiers invaded the homes of President José Ramos-Horta and Prime Minister Xanana Gusmão, seriously wounding the former.",https://en.wikipedia.org/wiki/Timor-Leste || https://en.wikipedia.org/wiki/2008_East_Timorese_assassination_attempts
2008-02-11,Monday,False,,,1,1,0,good,"The Namdaemun gate in Seoul, the first of South Korea's National Treasures, was severely damaged by arson.",https://en.wikipedia.org/wiki/Namdaemun
2008-02-12,Tuesday,False,,,0,0,0,neutral,,
2008-02-13,Wednesday,False,,,1,0,0,neutral,Australian Prime Minister Kevin Rudd makes a historic apology to the Indigenous Australians and the Stolen Generations.,https://en.wikipedia.org/wiki/Kevin_Rudd
2008-02-14,Thursday,False,,,2,0,1,bad,"Northern Illinois University shooting: A gunman opens fire in a lecture hall of Northern Illinois University in DeKalb County, Illinois, resulting in six fatalities (including the gunman) and 21 injuries. || A gunman opened fire into a crowded lecture hall at Northern Illinois University in DeKalb, killing five people and injuring twenty-one others.",https://en.wikipedia.org/wiki/2008_Northern_Illinois_University_shooting || https://en.wikipedia.org/wiki/2008_Northern_Illinois_University_shooting
2008-02-15,Friday,False,,,0,0,0,neutral,,
2008-02-16,Saturday,False,,,0,0,0,neutral,,
2008-02-17,Sunday,False,,,1,1,0,good,Kosovo declares independence from Serbia.,https://en.wikipedia.org/wiki/Kosovo
2008-02-18,Monday,False,,,0,0,0,neutral,,
2008-02-19,Tuesday,False,,,0,0,0,neutral,,
2008-02-20,Wednesday,False,,,0,0,0,neutral,,
2008-02-21,Thursday,False,,,0,0,0,neutral,,
2008-02-22,Friday,False,,,0,0,0,neutral,,
2008-02-23,Saturday,False,,,2,0,2,bad,"A United States Air Force B-2 Spirit bomber crashes on Guam, marking  the first operational loss of a B-2. || A B-2 Spirit stealth bomber crashed on the runway shortly after takeoff from Andersen Air Force Base in Guam in the most expensive crash in U.S. Air Force history.",https://en.wikipedia.org/wiki/United_States_Air_Force || https://en.wikipedia.org/wiki/Northrop_B-2_Spirit
2008-02-24,Sunday,False,,,1,0,0,neutral,Fidel Castro retires as the President of Cuba and the Council of Ministers after 32 years. He remained as head of the Communist Party for another three years.,https://en.wikipedia.org/wiki/Fidel_Castro
2008-02-25,Monday,False,,,0,0,0,neutral,,
2008-02-26,Tuesday,False,,,1,0,1,bad,A suicide bomber kills 68 people (including first responders) in Baghdad on the same day that a gunman kills eight students in Jerusalem.,https://en.wikipedia.org/wiki/6_March_2008_Baghdad_bombing
2008-02-27,Wednesday,False,,,1,0,1,bad,"Jemaah Islamiyah terrorist Mas Selamat Kastari escapes from a detention center in Singapore, hiding in Johor, Malaysia until he was recaptured over a year later.",https://en.wikipedia.org/wiki/Jemaah_Islamiyah
2008-02-28,Thursday,False,,,0,0,0,neutral,,
2008-02-29,Friday,False,,,3,0,0,neutral,"The United Kingdom's Ministry of Defence withdraws Prince Harry from a tour of Afghanistan after news of his deployment is leaked to foreign media. || Misha Defonseca admits to fabricating her memoir, Misha: A Mémoire of the Holocaust Years, in which she claims to have lived with a pack of wolves in the woods during the Holocaust. || Belgian author Misha Defonseca admitted that her bestselling memoir about surviving the Holocaust was in fact a literary forgery.",https://en.wikipedia.org/wiki/Ministry_of_Defence_(United_Kingdom) || https://en.wikipedia.org/wiki/Misha_Defonseca || https://en.wikipedia.org/wiki/Misha_Defonseca
2008-03-01,Saturday,False,,,0,0,0,neutral,,
2008-03-02,Sunday,False,,,1,0,0,neutral,"The New York Times revealed that Eliot Spitzer (pictured), Governor of New York, had patronized a prostitution ring.",https://en.wikipedia.org/wiki/The_New_York_Times
2008-03-03,Monday,False,,,0,0,0,neutral,,
2008-03-04,Tuesday,False,,,0,0,0,neutral,,
2008-03-05,Wednesday,False,,,0,0,0,neutral,,
2008-03-06,Thursday,True,Maha Shivaratri,general,0,0,0,neutral,,
2008-03-07,Friday,False,,,0,0,0,neutral,,
2008-03-08,Saturday,False,,,0,0,0,neutral,,
2008-03-09,Sunday,False,,,1,0,1,bad,"The Armenian police clash with peaceful opposition rally protesting against allegedly fraudulent presidential elections, as a result ten people are killed.",https://en.wikipedia.org/wiki/Police_of_Armenia
2008-03-10,Monday,False,,,2,1,1,bad,"The New York Philharmonic performs in Pyongyang, North Korea; this is the first event of its kind to take place in North Korea. || In the first significant cultural visit from the United States to North Korea since the Korean War, the New York Philharmonic Orchestra performed in Pyongyang.",https://en.wikipedia.org/wiki/New_York_Philharmonic || https://en.wikipedia.org/wiki/Korean_War
2008-03-11,Tuesday,False,,,1,1,0,good,"Space Shuttle Endeavour launches on STS-123, carrying the first component of the Japanese Kibō module to the International Space Station.",https://en.wikipedia.org/wiki/Space_Shuttle_Endeavour
2008-03-12,Wednesday,False,,,0,0,0,neutral,,
2008-03-13,Thursday,False,,,0,0,0,neutral,,
2008-03-14,Friday,False,,,1,0,1,bad,"A series of riots, protests, and demonstrations erupt in Lhasa and subsequently spread elsewhere in Tibet.",https://en.wikipedia.org/wiki/2008_Tibetan_unrest
2008-03-15,Saturday,False,,,1,0,0,neutral,"Stockpiles of obsolete ammunition explode at an ex-military ammunition depot in the village of Gërdec, Albania, killing 26 people.",https://en.wikipedia.org/wiki/2008_G%C3%ABrdec_explosions
2008-03-16,Sunday,False,,,0,0,0,neutral,,
2008-03-17,Monday,False,,,0,0,0,neutral,,
